name,team,team name,division,year,qualified
Aaron Snyder,CAN,"University of California, Santa Barbara",1,2021,False
Andrew Fron,CAN,"University of California, Santa Barbara",1,2021,True
Brett Kochanski,CAN,"University of California, Santa Barbara",1,2021,False
CJ Tucker,CAN,"University of California, Santa Barbara",1,2021,False
David Yankowski,CAN,"University of California, Santa Barbara",1,2021,False
Jarod Burmaster,CAN,"University of California, Santa Barbara",1,2021,False
Jeff DeStefano,CAN,"University of California, Santa Barbara",1,2021,False
Joe Barberio,CAN,"University of California, Santa Barbara",1,2021,True
Kyle Warner,CAN,"University of California, Santa Barbara",1,2021,True
Levi Abbott,CAN,"University of California, Santa Barbara",1,2021,False
Matt Duffy,CAN,"University of California, Santa Barbara",1,2021,False
Rockne Seidel,CAN,"University of California, Santa Barbara",1,2021,False
Ryan Boyer,CAN,"University of California, Santa Barbara",1,2021,True
Tom Peltier,CAN,"University of California, Santa Barbara",1,2021,False
Will Frank,CAN,"University of California, Santa Barbara",1,2021,True
Andrew Shoultz,CARK,"University of California, Riverside",1,2021,False
Brad Verel,CARK,"University of California, Riverside",1,2021,False
Cole Halpin,CARK,"University of California, Riverside",1,2021,False
Conner Williams,CARK,"University of California, Riverside",1,2021,True
Dillan Janak,CARK,"University of California, Riverside",1,2021,False
Jack Haley,CARK,"University of California, Riverside",1,2021,False
Jesse Barker,CARK,"University of California, Riverside",1,2021,False
Logan Gilbertson,CARK,"University of California, Riverside",1,2021,True
Mark Moyer,CARK,"University of California, Riverside",1,2021,True
Ryan Johnston,CARK,"University of California, Riverside",1,2021,False
Tate Busey,CARK,"University of California, Riverside",1,2021,False
Trent Gregson,CARK,"University of California, Riverside",1,2021,False
Tyler Cleveland,CARK,"University of California, Riverside",1,2021,True
Tyler Navarro,CARK,"University of California, Riverside",1,2021,False
Alec Weigel,CBU,California Baptist University,1,2021,False
Brett Finnel,CBU,California Baptist University,1,2021,False
Bryan Pope,CBU,California Baptist University,1,2021,True
C.J. Culpepper,CBU,California Baptist University,1,2021,False
Chris Burica,CBU,California Baptist University,1,2021,True
Drew Necochea,CBU,California Baptist University,1,2021,True
Ethan Pope,CBU,California Baptist University,1,2021,False
Jacob McCarvel,CBU,California Baptist University,1,2021,True
Joseph Romero,CBU,California Baptist University,1,2021,False
Lee Atkinson Jr,CBU,California Baptist University,1,2021,False
Liam Rocha,CBU,California Baptist University,1,2021,False
Matt Amrhein,CBU,California Baptist University,1,2021,True
Ryan Delgado,CBU,California Baptist University,1,2021,False
Ryan Silva,CBU,California Baptist University,1,2021,False
Spencer Bengard,CBU,California Baptist University,1,2021,False
William St. Marseille,CBU,California Baptist University,1,2021,False
Andrew Braun,CCSU,Central Connecticut State University,1,2021,True
Anthony Mozzicato,CCSU,Central Connecticut State University,1,2021,True
Brandon Fox,CCSU,Central Connecticut State University,1,2021,True
Dan Hussey,CCSU,Central Connecticut State University,1,2021,False
Dominic Niman,CCSU,Central Connecticut State University,1,2021,False
Dylan Benton,CCSU,Central Connecticut State University,1,2021,False
Dylan Sabia,CCSU,Central Connecticut State University,1,2021,True
Jack Kelley,CCSU,Central Connecticut State University,1,2021,False
Jake Neuman,CCSU,Central Connecticut State University,1,2021,False
Joe Rios,CCSU,Central Connecticut State University,1,2021,False
Matt Shane,CCSU,Central Connecticut State University,1,2021,False
Patrick Reilly,CCSU,Central Connecticut State University,1,2021,False
Peyton Stephens,CCSU,Central Connecticut State University,1,2021,False
Randy Reyes,CCSU,Central Connecticut State University,1,2021,False
Tim Buchek,CCSU,Central Connecticut State University,1,2021,False
Alaska Abney,CCU,Coastal Carolina University,1,2021,True
Casey Green,CCU,Coastal Carolina University,1,2021,False
Connor Kurki,CCU,Coastal Carolina University,1,2021,False
Daniel Kreuzer,CCU,Coastal Carolina University,1,2021,False
Hunter Sibley,CCU,Coastal Carolina University,1,2021,False
Jacob Maton,CCU,Coastal Carolina University,1,2021,True
Jonathan Blackwell,CCU,Coastal Carolina University,1,2021,False
Josh Jarman,CCU,Coastal Carolina University,1,2021,False
Keaton Hopwood,CCU,Coastal Carolina University,1,2021,False
Luke Barrow,CCU,Coastal Carolina University,1,2021,False
Matt Joyce,CCU,Coastal Carolina University,1,2021,False
Nick Parker,CCU,Coastal Carolina University,1,2021,True
Noah Eaker,CCU,Coastal Carolina University,1,2021,False
Reece Maniscalco,CCU,Coastal Carolina University,1,2021,False
Reid VanScoter,CCU,Coastal Carolina University,1,2021,False
Shaddon Peavyhouse,CCU,Coastal Carolina University,1,2021,True
Teddy Sharkey,CCU,Coastal Carolina University,1,2021,False
Trevor Damron,CCU,Coastal Carolina University,1,2021,False
Bradyn Kail,CHSO,Charleston Southern University,1,2021,False
Chase Gockel,CHSO,Charleston Southern University,1,2021,False
Christian Baker,CHSO,Charleston Southern University,1,2021,False
Connor Yoder,CHSO,Charleston Southern University,1,2021,False
Daniel Padysak,CHSO,Charleston Southern University,1,2021,True
Holden Tucker,CHSO,Charleston Southern University,1,2021,False
Hunter McIntosh,CHSO,Charleston Southern University,1,2021,False
JB Berry,CHSO,Charleston Southern University,1,2021,False
Jack Dungan,CHSO,Charleston Southern University,1,2021,False
John Sendziak,CHSO,Charleston Southern University,1,2021,False
Jordan Bridges,CHSO,Charleston Southern University,1,2021,False
Krishna Raj,CHSO,Charleston Southern University,1,2021,True
Kyle Sandstrom,CHSO,Charleston Southern University,1,2021,False
RJ Petit,CHSO,Charleston Southern University,1,2021,True
Sam Hunt,CHSO,Charleston Southern University,1,2021,False
Sam Massey,CHSO,Charleston Southern University,1,2021,False
Aiden Bradbury,CIN,University of Cincinnati,1,2021,False
Alex Shea,CIN,University of Cincinnati,1,2021,False
Beau Keathley,CIN,University of Cincinnati,1,2021,False
Ben Vore,CIN,University of Cincinnati,1,2021,False
Conner Linn,CIN,University of Cincinnati,1,2021,False
Dean McCarthy,CIN,University of Cincinnati,1,2021,True
Drake Batcho,CIN,University of Cincinnati,1,2021,False
Eric Santiago,CIN,University of Cincinnati,1,2021,False
Evan Kemp,CIN,University of Cincinnati,1,2021,False
Evan Shawver,CIN,University of Cincinnati,1,2021,True
Garrett Schoenle,CIN,University of Cincinnati,1,2021,True
Jackson Murphy,CIN,University of Cincinnati,1,2021,False
Jacob Meyer,CIN,University of Cincinnati,1,2021,False
Jalen Wade,CIN,University of Cincinnati,1,2021,False
Jose Guzman,CIN,University of Cincinnati,1,2021,False
Max Bergmann,CIN,University of Cincinnati,1,2021,False
Nathan Moore,CIN,University of Cincinnati,1,2021,False
Nick Murray,CIN,University of Cincinnati,1,2021,False
Zach Segal,CIN,University of Cincinnati,1,2021,True
Austin Blakely,CIT,The Citadel Military College of South Carolina,1,2021,False
Caleb Speedy,CIT,The Citadel Military College of South Carolina,1,2021,False
Cameron Reeves,CIT,The Citadel Military College of South Carolina,1,2021,True
Chace Cooper,CIT,The Citadel Military College of South Carolina,1,2021,False
Cole Simpson,CIT,The Citadel Military College of South Carolina,1,2021,False
Devin Beckley,CIT,The Citadel Military College of South Carolina,1,2021,True
Gant Starling,CIT,The Citadel Military College of South Carolina,1,2021,False
Harmon Cox,CIT,The Citadel Military College of South Carolina,1,2021,False
Jake Pilarski,CIT,The Citadel Military College of South Carolina,1,2021,True
Lathan Todd,CIT,The Citadel Military College of South Carolina,1,2021,True
Logan Barker,CIT,The Citadel Military College of South Carolina,1,2021,False
Simon Graf,CIT,The Citadel Military College of South Carolina,1,2021,False
Will Bastian,CIT,The Citadel Military College of South Carolina,1,2021,False
Zack Jones,CIT,The Citadel Military College of South Carolina,1,2021,False
Alex Edmondson,CLEM,Clemson University,1,2021,False
Caden Grice,CLEM,Clemson University,1,2021,False
Carter Raffield,CLEM,Clemson University,1,2021,False
Davis Sharpe,CLEM,Clemson University,1,2021,False
Evan Estridge,CLEM,Clemson University,1,2021,False
Geoffrey Gilbert,CLEM,Clemson University,1,2021,True
Jackson Lindley,CLEM,Clemson University,1,2021,False
Keyshawn Askew,CLEM,Clemson University,1,2021,True
Landon Lucas,CLEM,Clemson University,1,2021,False
Mack Anglin,CLEM,Clemson University,1,2021,True
Mat Clark,CLEM,Clemson University,1,2021,False
Nick Clayton,CLEM,Clemson University,1,2021,False
Nick Hoffmann,CLEM,Clemson University,1,2021,True
P.J. Labriola,CLEM,Clemson University,1,2021,False
Rasesh Pandya,CLEM,Clemson University,1,2021,False
Ricky Williams,CLEM,Clemson University,1,2021,False
Rob Hughes,CLEM,Clemson University,1,2021,False
Ryan Ammons,CLEM,Clemson University,1,2021,False
Ty Olenchuk,CLEM,Clemson University,1,2021,False
Andrew Lindsey,CLT,University of North Carolina at Charlotte,1,2021,True
Austin Marozas,CLT,University of North Carolina at Charlotte,1,2021,True
Bryce McGowan,CLT,University of North Carolina at Charlotte,1,2021,True
Casey Bargo,CLT,University of North Carolina at Charlotte,1,2021,False
Christian Lothes,CLT,University of North Carolina at Charlotte,1,2021,False
Gus Hughes,CLT,University of North Carolina at Charlotte,1,2021,False
Hale Sims,CLT,University of North Carolina at Charlotte,1,2021,False
Jackson Boss,CLT,University of North Carolina at Charlotte,1,2021,False
Justin Offschanka,CLT,University of North Carolina at Charlotte,1,2021,False
Kolton Scherbenske,CLT,University of North Carolina at Charlotte,1,2021,False
Matt Brooks,CLT,University of North Carolina at Charlotte,1,2021,True
Nick Turnbull,CLT,University of North Carolina at Charlotte,1,2021,False
Ryan Czanstkowski,CLT,University of North Carolina at Charlotte,1,2021,False
Sam Grace,CLT,University of North Carolina at Charlotte,1,2021,False
Spencer Giesting,CLT,University of North Carolina at Charlotte,1,2021,True
Trae Starnes,CLT,University of North Carolina at Charlotte,1,2021,False
Tyler Parks,CLT,University of North Carolina at Charlotte,1,2021,False
Will Palinkas,CLT,University of North Carolina at Charlotte,1,2021,False
Zach Zedalis,CLT,University of North Carolina at Charlotte,1,2021,False
Aaron Husson,CMU,Central Michigan University,1,2021,False
Andrew Taylor,CMU,Central Michigan University,1,2021,True
Ben Vitas,CMU,Central Michigan University,1,2021,False
Cameron Brown,CMU,Central Michigan University,1,2021,True
Clay Brock,CMU,Central Michigan University,1,2021,False
Drew Alsobrooks,CMU,Central Michigan University,1,2021,False
Garrett Navarra,CMU,Central Michigan University,1,2021,True
Garrett Willis,CMU,Central Michigan University,1,2021,False
Grant Frazer,CMU,Central Michigan University,1,2021,False
Ian Leatherman,CMU,Central Michigan University,1,2021,False
J.T. Rogoszewski,CMU,Central Michigan University,1,2021,False
Jordan Patty,CMU,Central Michigan University,1,2021,True
Logan Buczkowski,CMU,Central Michigan University,1,2021,False
Ryan Culley,CMU,Central Michigan University,1,2021,False
Ryan Palmblad,CMU,Central Michigan University,1,2021,False
Brooks Lucas,COFC,College of Charleston,1,2021,False
CJ Czerwinski,COFC,College of Charleston,1,2021,False
Caswell Smith,COFC,College of Charleston,1,2021,False
Connor Campbell,COFC,College of Charleston,1,2021,True
Emmett Bice,COFC,College of Charleston,1,2021,False
Grant Smith,COFC,College of Charleston,1,2021,False
Guillermo Grainer,COFC,College of Charleston,1,2021,False
Jordan Carr,COFC,College of Charleston,1,2021,True
Michael Schultz,COFC,College of Charleston,1,2021,False
Ryan Smith,COFC,College of Charleston,1,2021,False
Steven Cook,COFC,College of Charleston,1,2021,False
Tradd James,COFC,College of Charleston,1,2021,False
Trey Pooser,COFC,College of Charleston,1,2021,True
Ty Good,COFC,College of Charleston,1,2021,True
William Privette,COFC,College of Charleston,1,2021,True
Zac Branham,COFC,College of Charleston,1,2021,False
Zach Williams,COFC,College of Charleston,1,2021,False
Andrew Marrero,CONN,University of Connecticut,1,2021,False
Angus Mayock,CONN,University of Connecticut,1,2021,False
Austin Peterson,CONN,University of Connecticut,1,2021,True
Ben Casparius,CONN,University of Connecticut,1,2021,True
Bobby McBride,CONN,University of Connecticut,1,2021,False
Brendan ODonnell,CONN,University of Connecticut,1,2021,False
Caleb Wurster,CONN,University of Connecticut,1,2021,False
Colby Dunlop,CONN,University of Connecticut,1,2021,False
Erik Stock,CONN,University of Connecticut,1,2021,False
Garrett Coe,CONN,University of Connecticut,1,2021,False
Jimmy Wang,CONN,University of Connecticut,1,2021,False
Joe Simeone,CONN,University of Connecticut,1,2021,False
Justin Willis,CONN,University of Connecticut,1,2021,False
Kenneth Haus,CONN,University of Connecticut,1,2021,False
Kenny Campbell,CONN,University of Connecticut,1,2021,False
Pat Gallagher,CONN,University of Connecticut,1,2021,True
Randy Polonia,CONN,University of Connecticut,1,2021,False
Reggie Crawford,CONN,University of Connecticut,1,2021,False
Sam Favieri,CONN,University of Connecticut,1,2021,False
Will Lucas,CONN,University of Connecticut,1,2021,False
Aaron Rea,COPP,Coppin State University,1,2021,True
Bradley Tuttle,COPP,Coppin State University,1,2021,False
Giovanni Canales,COPP,Coppin State University,1,2021,False
John Neeld,COPP,Coppin State University,1,2021,False
Jordan Hamberg,COPP,Coppin State University,1,2021,False
Luke Baker,COPP,Coppin State University,1,2021,False
Matt Perkins,COPP,Coppin State University,1,2021,False
Max Rundberg,COPP,Coppin State University,1,2021,False
Nico Felber,COPP,Coppin State University,1,2021,False
Rashad Ruff,COPP,Coppin State University,1,2021,False
Tim Ruffino,COPP,Coppin State University,1,2021,True
Tyler Nichol,COPP,Coppin State University,1,2021,True
William Jackson,COPP,Coppin State University,1,2021,True
Andrew Alvarez,CP,California Polytechnic State University,1,2021,True
Bryan Woo,CP,California Polytechnic State University,1,2021,False
Bryce Warrecker,CP,California Polytechnic State University,1,2021,False
Carlo Lopiccolo,CP,California Polytechnic State University,1,2021,False
Chase Walter,CP,California Polytechnic State University,1,2021,False
Derek True,CP,California Polytechnic State University,1,2021,False
Drew Thorpe,CP,California Polytechnic State University,1,2021,True
Dylan Villalobos,CP,California Polytechnic State University,1,2021,False
Evan Tomlinson,CP,California Polytechnic State University,1,2021,False
Jake Buxton,CP,California Polytechnic State University,1,2021,False
Jason Franks,CP,California Polytechnic State University,1,2021,False
Kaden Sheedy,CP,California Polytechnic State University,1,2021,False
Kyle Scott,CP,California Polytechnic State University,1,2021,True
Ryan Jameson,CP,California Polytechnic State University,1,2021,False
Travis Weston,CP,California Polytechnic State University,1,2021,True
Zach Button,CP,California Polytechnic State University,1,2021,False
Alex Loosbrock,CREI,Creighton University,1,2021,False
Ben Dotzler,CREI,Creighton University,1,2021,False
Cade Lommel,CREI,Creighton University,1,2021,True
Daniel Hammond,CREI,Creighton University,1,2021,False
Dylan Tebrake,CREI,Creighton University,1,2021,True
Garret Reisz,CREI,Creighton University,1,2021,False
Griffin Holderfield,CREI,Creighton University,1,2021,False
Hudson Leach,CREI,Creighton University,1,2021,False
John Sakowski,CREI,Creighton University,1,2021,True
Jonah Smith,CREI,Creighton University,1,2021,True
Kaleb Carpenter,CREI,Creighton University,1,2021,False
Nolan Clifford,CREI,Creighton University,1,2021,False
Paul Bergstrom,CREI,Creighton University,1,2021,True
Ryan Cowdrey,CREI,Creighton University,1,2021,False
Ryan Manikowski,CREI,Creighton University,1,2021,False
Ryan Miller,CREI,Creighton University,1,2021,False
Ryan Windham,CREI,Creighton University,1,2021,False
Tommy Steier,CREI,Creighton University,1,2021,False
Aaron Charles,CSUB,"California State University, Bakersfield",1,2021,True
Andrew Ciandro,CSUB,"California State University, Bakersfield",1,2021,False
Art Joven,CSUB,"California State University, Bakersfield",1,2021,False
Cade Van Allen,CSUB,"California State University, Bakersfield",1,2021,False
Cody Tucker,CSUB,"California State University, Bakersfield",1,2021,True
Ethan Skuija,CSUB,"California State University, Bakersfield",1,2021,True
Graham Kuck,CSUB,"California State University, Bakersfield",1,2021,False
